,Body.I__Ixx,Body.I__Iyy,Body.I__Izz,Body.mass,Body.pos__x,Body.pos__z,Wheel.fl.pos__x,Wheel.fl.pos__y,Wheel.rl.pos__y,Response_Time_YawRate,Response_Time_LatAcc,Peak_RollRate,SteadyState_SideSlip,SteadyState_Roll,SteadyState_SWA,Delay_YawRate_LatAcc,Gain_YawRate_SWA,Gain_LatAcc_SWA,Overshoot_Ratio_YawRate,Overshoot_Ratio_LatAcc,Overshoot_Ratio_Roll
8814,904.0940984679675,4048.420827275846,4476.225423465654,1977.5746904862813,2.213887840810634,0.7900047697995007,3.304281648128723,0.7917633145798764,0.7263823741076706,0.11676076358078635,0.2677956193651574,20.759279756678236,-0.5675096886990308,4.561482410589068,49.894245783913156,0.15103485578437104,24.554793245449076,1.199481022338393,34.3695309903272,11.904610741832384,19.938527305930705
8821,1145.9323388927291,3832.8942147952657,3498.0487063160963,1869.5393306279354,2.0411783297874955,0.7095604924621869,2.849546625129593,0.7278597925545655,0.6677652138265137,0.13300000035988013,0.28300000035988004,19.168626419164646,-0.5459654080318179,4.543952367240459,47.44769505407811,0.1499999999999999,25.7618007656008,1.2642379613958867,37.54699854906308,8.23152168500716,30.82598444890154
8830,1146.0874954832375,2561.720402997506,2591.7215236655884,1641.1714089543775,2.1187829391186224,0.7990577719219208,3.5042762994669787,0.6977607699928439,0.6401666916003889,0.0789662865855516,0.1996116677549371,26.335028811727838,-0.6513681876953701,5.191057887636925,46.166347692525356,0.1206453811693855,26.85182993616039,1.291476796056175,58.022858341007435,11.212822488046072,45.89909593738058
8881,814.5755556629703,3699.754915115692,4294.383605505579,2012.5423023825583,1.9096708126333204,0.7908132025489405,3.8665845643407097,0.7437149013450467,0.6824320025578158,0.0950000000000002,0.2650000000000001,21.85104268347308,-1.0996675550912727,5.282113194060409,44.130448572993295,0.16999999999999993,27.67545879890602,1.3477442286542503,47.9413741726098,15.22016693897916,25.797232559340866
8933,864.489172757392,4146.475868584057,4380.828535213298,2084.8468074778266,1.955725395867611,0.7655080242500029,3.8546127039779345,0.7981953919603183,0.7324938609096342,0.10300000162879597,0.2730000016287959,17.726566891561365,-1.0280344765508072,4.42425123113962,41.93398189394475,0.16999999999999993,29.165368656683565,1.4206088223617352,39.33327683744301,14.767787226132103,23.997302657225784
8943,643.9984557773668,3916.8030555658406,2675.7330400342494,2040.1124243704512,2.042838395026921,0.7683955393926177,3.0183386094118156,0.7696891534546334,0.7063527967772555,0.09499999828414252,0.22499999828414285,24.95173898290093,-0.6594747539135897,4.795224507410584,49.7578741781831,0.13000000000000034,24.70955210601135,1.2029664355907066,52.6271950085319,15.382126435190902,23.100811243058963
8954,910.2809734126201,3553.598609050734,4217.414537381174,1835.3879072431882,2.392930245754398,0.7473787699680516,3.2548484764730894,0.7108502671162464,0.6523669047772797,0.12399999936348172,0.2839999993634814,23.9897904854148,-0.362764150594955,5.051171179334548,53.65274313372377,0.1599999999999997,22.820632246719686,1.11551130741852,32.582059037704795,8.667191127985348,23.39929391269232
8979,565.0630764951097,2923.9802005690735,2778.7117725019016,1867.5665124693787,2.411960010111575,0.7764077572171544,3.498876397110573,0.8042948150120064,0.7381669693589243,0.08851208450577364,0.20973992944909225,23.480711664323604,-0.40253883914916294,4.086209354634182,49.364864952814564,0.12122784494331862,24.789584394114776,1.2088019967356107,36.728437104539395,12.752057678981163,17.28275652092718
9013,848.1670779205334,3158.6294193635104,2635.5651768546895,1882.8274626084844,2.4091309747709584,0.6292209066244241,3.37848079028371,0.7108463315250831,0.6524357866474956,0.09475694941633517,0.2193674447665077,21.136919875239773,-0.40569327619367024,4.00503856613146,47.64155979770423,0.12461049535017255,25.744878211755246,1.253135513614439,36.742169483297324,6.102921055765504,33.27915343868376
9074,1096.055728206205,2499.2471975049766,4265.6970684765165,1946.0262760915728,2.2514812726460725,0.7052172286448437,2.857938230013161,0.6902084845728967,0.6335811004157482,0.14071090655061536,0.3213921843725971,23.748847342028586,-0.34649089401340694,5.181919069775638,57.344000662207634,0.18068127782198173,21.555100451848624,1.0461957352234137,30.735003301419077,9.421798428563342,24.499162053753352
9159,856.9688469946834,3266.375303679725,3967.3511789989147,1698.834900570604,1.9540430615096642,0.7406427062810657,3.6489928627578894,0.6992882406258119,0.6420366897493207,0.10512314741542594,0.26378048562816314,19.41078342972024,-0.8569792010014657,4.806510415087271,41.00152755013708,0.1586573382127372,29.705239042735553,1.452181482481636,36.96859076211714,12.150875168366227,28.529126676597173
9202,793.3327435504011,4025.1916166931487,4896.838093682729,1914.3199073995106,2.4111377031896373,0.7267679316551965,3.487916226275593,0.7204999765218689,0.6615638099029874,0.12199999802196482,0.2819999980219645,22.887695913383364,-0.454889027694906,4.867390551325178,51.795275939869896,0.1599999999999997,23.659023152061597,1.1542287008837564,29.02969785112411,9.625845878134264,18.47948410705655
9232,1126.222825140108,3902.6860159137123,3870.155348190438,2021.590049507205,2.3999601792862735,0.7758845060909867,3.9001546646390652,0.7969130083947558,0.7317766046723941,0.08950322537116007,0.22998164227057982,22.03394218015265,-0.5885947925888229,4.427672005269609,49.642744468367084,0.14047841689941976,24.76225519307101,1.2013816756998976,44.54115380267378,10.584663712349185,34.80967157177173
9290,981.0908372220865,2905.490093104172,3617.458085891553,1877.666564243172,2.3418554939003293,0.7153298612186139,3.1843098075263003,0.7291188773767059,0.6696140808455006,0.11476366609682165,0.2656789887493636,21.915395537753486,-0.3723086954507836,4.553209753015256,51.42387061057092,0.15091532265254193,23.819090630144412,1.1616224636133725,34.684064060144294,8.762300620396173,27.91695247774516
9351,797.0842260726233,3376.0154829216476,3862.154486376364,2057.714900701014,2.3927550145410743,0.7265955036785448,3.4763646557845234,0.7493847123532523,0.6883183963557022,0.10024372134653792,0.24636411273205505,24.288901153091587,-0.4868449541807284,4.717456229902813,52.774278039514975,0.14612039138551713,23.262512075532296,1.131666372816176,39.789458811952336,11.986790312298083,24.30809739072794
9369,1168.6662110338405,4725.83800893839,3997.0577892322103,1977.2302271615285,2.3320192740219907,0.7018970082835881,3.7381680733939358,0.7538510052585428,0.692448426607281,0.09976302600547937,0.2400105727771935,19.897781394672098,-0.59617717037927,4.270332890339072,46.868703126204025,0.14024754677171414,26.135317173412393,1.2716452797735938,39.08368458954033,8.170761801331427,36.41954517844676
9399,1065.6135013684254,4730.301452568646,4373.954963717673,1729.3630012924011,2.362631581888648,0.7381764386227966,3.432178944298171,0.7080255298180973,0.6503912900171204,0.12399999860154853,0.28399999860154823,20.708470483920152,-0.43542299589788536,4.76513181931733,48.841105369412865,0.1599999999999997,25.03814845303458,1.2251300301758634,31.84965424110745,7.066519796146771,28.868723399525674
9403,607.5828199217178,4885.042173527651,4904.897517613377,1774.3033263632824,2.4251172295430643,0.6533157956865159,2.8721239938800256,0.7019254639450396,0.6447935281269243,0.24618297262680144,0.3523122415291091,22.953939133617094,0.07967314084080723,4.15384666764674,54.42584227702621,0.10612926890230767,22.66716027320713,1.102519385422176,9.62956482812018,4.975652661449869,5.202676528636966
9462,806.8364214854606,2125.803831103409,1544.1991566361094,1440.7617119273314,2.3391767949387203,0.7461439570626873,3.68878013609685,0.7629821558161867,0.7009605419059239,0.07066134110615563,0.1799559186139872,19.736894361333686,-0.44148797313347526,3.494429557266765,41.02166978520154,0.10929457750783156,29.68008605345774,1.4534294546646287,41.82534720708031,7.1188946262872355,34.40437929791216
9493,1270.424266999279,3825.575649441826,4172.944506390057,2003.2830888696742,2.1606532997540158,0.7935351352509764,3.8161136684723735,0.7446815681457901,0.6841858397625387,0.08848911602885945,0.2358948685974811,24.609114960865103,-0.8209841143669232,5.263988742878742,48.91997700705526,0.14740575256862165,25.031592971126003,1.2164746646526141,55.377812630798275,15.056666183315153,39.241401921498095
9602,1123.8388188072604,4805.452585644818,3542.807487437467,1851.06498030767,2.0173377014166314,0.7731604753177208,3.1757777492443364,0.6984050587250006,0.641820527559826,0.09666282684192806,0.24564249255801007,25.39705688703039,-0.7525541804912843,5.5013089725482995,48.532643670916535,0.148979665716082,25.33123107972677,1.234219797097202,55.21482143124508,14.32592744853462,37.54940755700497
9656,1128.3086241471588,4742.851151000927,5119.06045093752,1997.530096518126,2.3829118206525686,0.6624088304287064,3.015166268944117,0.7399527145690807,0.680064937713112,0.17400000125638648,0.3440000012563864,18.5852991534202,-0.2641423024734618,4.139585612223721,54.36377632584572,0.16999999999999993,22.643121118535355,1.101555148053258,16.233869064258897,4.013123856727443,16.57698911385347
9741,898.6983592061722,3896.828705540527,5120.14092451409,1858.5139549284563,2.0630324409480654,0.7546301748151583,3.833205876711789,0.7174667241448175,0.6595373754950092,0.11234928810875378,0.28044692742715993,19.495692767662945,-0.8746608474264421,5.0172068942390595,44.19659214856622,0.16809763931840616,27.6078684162055,1.3481818603699312,35.53693143673159,12.199888796637776,24.982739166638325
9860,601.9939470876687,2996.501423368913,3176.56249505047,1944.1444014718936,2.041332102561178,0.7355338226146272,3.5473167271329955,0.7383325303930846,0.6789020891831229,0.08811738088592191,0.23224229408502461,21.769062301114676,-0.8309536598178208,4.714319926374582,43.9404565480113,0.1441249131991027,27.92023120097969,1.3575010044671205,45.55962684930692,15.623616958930741,22.74801184239742
9915,857.5182509744845,2761.6655866104047,4918.6614028823205,1946.9697335601622,2.0751797938434318,0.7436112693087826,3.4548587200297542,0.7284781633061119,0.6699112719150468,0.11809315661057429,0.28090700668241464,19.85659235468495,-0.7874947975616222,4.962649332643727,45.99201729691027,0.16281385007184035,26.61019042942248,1.3002721730792743,36.06612010087003,12.949589257928956,21.775361642306624
9985,1049.596842253471,3370.044159171878,3026.3790621300614,1957.3784401904002,2.336805651294356,0.790431196215942,3.3189458639930187,0.8562970667137808,0.7875739067829269,0.09795739206698029,0.23010846135932006,19.79341455816884,-0.4096317241915793,3.7822981030911373,49.4446313455582,0.13215106929233977,24.807664268081155,1.2087769620830853,38.59800693491297,10.931388699622618,28.47319161176761
10007,959.5679639020914,4278.236020431026,5015.557647560203,2044.7478757503625,2.1346297636223905,0.7399482713322234,3.734929504169896,0.7473003997838612,0.6873516582217604,0.10913429950608089,0.27277893707001377,19.92692090322581,-0.8356128963309529,4.829761875892637,46.09785800000002,0.16364463756393288,26.544421100704163,1.29486589168503,38.43126598196324,12.676441080386077,25.9937825877738
10010,749.9312241412547,4742.6652847200485,3791.6765938887556,2015.9699168684751,2.32587739462793,0.7630610454638518,3.6629939370894053,0.7528658194699116,0.6924719770572686,0.09399999999999986,0.24400000000000022,24.6695255483871,-0.6173293425264714,4.919324999015021,50.86755199999999,0.15000000000000036,24.133803082955133,1.1742806741585645,44.69275177441292,13.212133068406265,24.634921253165917
10034,931.2353928174296,3506.8161211320808,3793.3209133675236,1877.1306892704072,1.9846541413632046,0.7008966790626827,3.3561630368445967,0.7029974508522607,0.6466441830592768,0.10608398276734299,0.2597858797350834,20.165211709677422,-0.8145752073380942,4.7862747877370095,42.687185,0.1537018969677404,28.604757485447056,1.3985392453654577,41.41858466183487,11.748331521211028,31.236483914985445
10166,941.1095248122589,2293.9067049122045,5331.539460412129,2009.732102170846,2.362117078991863,0.7506638446854832,2.8575098689439415,0.8007553924603255,0.7367485802847731,0.20238449286671711,0.33599999864260566,21.978746129032256,0.14213026766806208,4.177773378724453,58.93644599999998,0.13361550577588854,21.00382005769375,1.019580065308128,7.0773224759891455,3.4882327376188247,5.358288186347901
10309,593.5054000148261,3826.0383401199256,3500.6634947818447,1916.1465803895555,2.4022651334153546,0.7423033487433501,3.1895910105468688,0.7827216400133473,0.7203823167079138,0.11731276181666805,0.24121674105084523,23.592588096774193,-0.303708369367151,4.162892301157351,52.442348000000024,0.12390397923417718,23.3732232735067,1.1405036087633438,23.76918931420792,7.9030324525898195,10.271554785116606
10414,696.7969978692769,2239.3301899856415,1746.414345672015,1500.7659871623057,2.3896155550538767,0.7226212896752371,3.447532569293622,0.7420971083915722,0.6831551429722976,0.08600000069694902,0.1960000006969489,20.800514903225807,-0.3575102753016499,3.6831511792661904,43.04478300000003,0.10999999999999988,28.33685661124299,1.3862322328086754,37.32541773870274,7.88424530790728,29.27243881928635
10556,1079.3186097780376,2706.158948580292,3358.2868455173775,1891.0044024901722,2.350886993482628,0.7167504949630475,3.7066418275414694,0.7525401880471507,0.6929582431988338,0.09204312747335397,0.22474797349322628,20.93249006451613,-0.5469433481901008,4.245530354592465,46.786166999999985,0.1327048460198723,26.27438846813276,1.2746080190646456,41.262779820621766,8.838154809251213,36.84806323976529
10567,676.7449455844283,1649.2574100399113,2086.9560787095097,1763.560861543915,1.9460525074132227,0.6443460259028659,3.4420724528678424,0.6882155667467978,0.6337366316283727,0.07840126259881197,0.2091311832848235,20.97068435483871,-0.837735140605762,4.188658119921201,38.18274199999998,0.13072992068601152,32.08853585071058,1.5614187625935165,46.13970956991278,11.432925530304816,33.24418530490546
10589,1141.8334972553498,3795.461601782962,2872.5354096786446,1842.4748470112097,2.42006382332138,0.7411722287624831,3.7257757015369037,0.6909077316488282,0.6362441904097454,0.0783559874592692,0.18852978455695935,27.701042387096777,-0.5174621605515883,5.269818514159074,51.35830099999999,0.11017379709769015,24.12032384460139,1.1621252665964579,55.466811041757225,9.404485760376932,45.354307230269185
10633,1113.1808756178873,4532.816578707986,5078.173275169708,2014.2482893397375,2.199524761037935,0.7498257839899792,3.4025278034052184,0.7434623699453595,0.6847063927028939,0.11981199534306208,0.28493503169957135,20.735169612903224,-0.6623227631125338,4.936126940162522,49.69538800000002,0.16512303635650927,24.664903018987538,1.2047390779454572,37.38086953371934,10.480095303566156,27.11594591621893
10650,1074.231695009685,2226.3379878314477,3806.715149699172,1854.1736478256503,2.4165331516142063,0.687350048699537,2.9994224818040593,0.730487051682635,0.672785116274206,0.14511440961843203,0.3082991975907463,20.23352206451613,-0.18828466806205368,4.226361633095298,53.94913599999997,0.16318478797231428,22.720865569262028,1.109564121804541,22.09398655494529,6.321721256733187,22.33547122109832
10651,929.8477453304213,4504.848221735107,4533.270805676991,1944.2616573490245,2.2208406620703114,0.8101350295997258,3.754695594227843,0.6963741239116527,0.6413724916564353,0.08908522737911317,0.2548797615174827,28.554602806451612,-0.8119427613888204,6.198052871213987,53.93594299999996,0.16579453413836953,22.72446177370596,1.1076627672545307,57.77050918474691,20.699995138195035,28.962019643513305
10675,870.3967476085618,5144.5457293767295,4661.179426936663,1984.716096047896,2.2330586841666134,0.7831387667694307,3.41980182728682,0.7776243680184147,0.7162596071338937,0.12400000220936747,0.2740000022093674,21.14608777419355,-0.6027249610933267,4.687859736518099,49.78801900000003,0.1499999999999999,24.638955944357956,1.2018905595001121,34.62414616198025,11.840815682483504,20.172545073266182
10754,1091.783419432756,3994.6927806160966,2898.666364466404,2016.5920179839527,2.2971986581662147,0.7591570138806676,3.3254066782403457,0.7327345032853521,0.6750177178224969,0.08355680562244894,0.21074092283501056,27.428827774193547,-0.5213480071410982,5.160287026594436,53.96741700000002,0.12718411721256162,22.8772962102801,1.1056882586262988,58.79271283138362,12.950691537348533,40.8155848190149
11220,568.8517607393952,3153.140261248859,3549.349412192866,1912.9637724181414,2.3635726114857887,0.6991456219173537,3.3198170431451284,0.7063064620412339,0.6513886422546176,0.113999999335967,0.243999999335967,25.410035717167,-0.434136318902837,4.78889430086321,51.4295977262377,0.13,23.8345288376345,1.16136621893621,32.8775327371542,10.7106933787365,16.2585528309808
11244,422.7373966258008,2264.211198419186,4330.595409097441,1925.710279827409,2.384062425075027,0.6963428855673557,3.245672145596324,0.7315626213339304,0.674720153807728,0.134999998344445,0.254999998344445,24.7602944229535,-0.372801484569009,4.42731481214743,51.5702586923003,0.12,23.7806475206996,1.15989907787962,17.9077983278612,5.16098326765902,4.93430074486608
11259,853.9705227123175,4876.279281279418,5035.800891502454,1989.003990728817,1.9482299466240913,0.7968879182119383,3.649380077868134,0.7654135140785179,0.7059538133376949,0.112406222277784,0.280347333782418,18.7054086734204,-0.977668182133714,4.96045007141755,44.2554513247847,0.167941111504633,27.6628631225896,1.35022087636328,38.5455609842608,14.2555857136498,21.7218064620861
11293,1118.567034176974,4226.272008962673,4705.791129813342,2010.9399250355161,2.108558660384386,0.7084835921612235,3.7066181098679474,0.7264882194792814,0.6701040901859899,0.107746472824114,0.267632357682828,19.8640359442265,-0.838259288830815,4.74835014334016,44.5290892913461,0.159885884858714,27.4053992514245,1.33889320333863,39.8631672256396,10.6344840442702,32.7922273973568
11323,1205.4161932948123,3885.3393430431415,3669.8456609786854,1972.255871478954,1.9708558760640078,0.8068183771504845,3.9354375052241775,0.7683286311538302,0.7087425740627052,0.08451035958034,0.235142803431015,22.8824259966109,-0.995573860432558,4.92226442923871,44.1497575246811,0.150632443850675,27.7646448233461,1.34631073444625,53.333510060523,12.1126728188361,39.0594153666982
11446,750.9749391403645,2395.4947677418695,4555.806079544413,1727.4310570622279,2.0784579408991597,0.7752890024056034,3.773037197680576,0.7022438578930081,0.6479560988003303,0.106790572150471,0.267469528523153,20.5090386612953,-0.801968406636548,5.13072348045509,44.500149769485,0.160678956372682,27.4209891762761,1.33934489913901,36.6193220171792,13.139787485004,22.9098395186905
11533,1045.9166627164168,4638.194701213999,4427.301297026435,2051.692466301969,2.4426414103405896,0.7260553271867332,3.4797929094310187,0.7111445919675528,0.6562756108249281,0.113000001526762,0.273000001526762,25.4108473222448,-0.466305364409534,5.28184188637492,55.9205545792579,0.16,21.8916811101219,1.06913424889063,43.1596871544788,11.1783844314215,31.7540774955601
11557,856.4046390440228,1699.6182487703811,2540.7709463900046,1839.50642905342,2.223425612431399,0.6952910013706928,3.4249203765152196,0.6968717405087544,0.6431452311132374,0.0839999992644578,0.213999999264458,24.5908978106499,-0.595680501607979,4.71670290601551,46.4296447489858,0.13,26.5705422643925,1.28561435299114,50.0332236279163,9.60580101815003,37.4360760548548
11588,468.8517881558192,2062.7931760676993,1589.9945059583806,1930.4545062547306,2.1389215904381498,0.613955725143118,2.9744765376283526,0.6926132878725045,0.6392714399805576,0.0767946281635763,0.192334088794617,24.8773024404196,-0.529437271251946,4.16721110119454,46.1861928142548,0.11553946063104,26.5483736969487,1.29433292490222,48.363047297143,10.8197101557978,24.5811917142648
11634,1088.3014513902212,3956.976998674022,3830.9066667706566,1986.8782274396756,2.2640299876120182,0.7125021481625258,3.822186168356696,0.7411256678667093,0.6841056564838229,0.0927025010665648,0.234283292001065,21.3349750086451,-0.697030763715716,4.52081958373735,46.2468210101008,0.1415807909345,26.5250321045463,1.28798979536728,43.2356188893002,9.38808212391107,36.6648847265179
11692,1042.2060939672924,4654.5824231964925,2870.6931656953875,1787.762108877396,1.9344656277549488,0.7895033010174122,3.7120102209003565,0.7557326927072123,0.697665031654538,0.0829999995884481,0.232999999588448,21.8870956239402,-0.894336297945311,4.56971032740012,41.4904565714121,0.15,29.652634385686,1.43606831941478,50.1970038052977,11.0569149692379,38.8747374949
11731,921.6634371557747,3731.9622573178704,4252.28662620779,1934.3017799484417,2.3945464924202757,0.7652339076443577,3.4850372312122433,0.7521931205022021,0.6944623964570127,0.112000002621248,0.262000002621248,23.0565419775443,-0.45658111797703,4.7698926325442,52.1140307371259,0.15,23.5044436001837,1.14669867005499,36.7819567903355,10.8765547251737,25.0330869502412
11785,688.5002142451017,4357.478523677475,2882.742915101498,2057.4645434285276,2.055633584143673,0.7539361954117136,3.7985477683560513,0.7734268908811909,0.7141417333816478,0.0771709422044693,0.220946061407921,22.4565082178281,-0.918691808119125,4.58324180255308,43.9862188318133,0.143775119203451,27.9304411263751,1.35562503114144,51.8474792931306,15.3269945484401,26.9038593386093
11896,833.1691140720543,3744.128926466726,1727.279224864304,1892.5089762483508,1.9600191569807632,0.6418349741805596,2.9793862970882548,0.6839950862320315,0.631701444946815,0.0759579419039507,0.187701686768719,24.5723344723357,-0.726936788404192,4.5044520088116,42.7760215762853,0.111743744864769,28.8151620493722,1.3998494103668,59.6906426921256,5.87103090114419,42.8916422672792
11932,654.5786164126321,3270.602355724128,3542.1964936828476,1996.1531416769335,2.0864303026747755,0.7944288308360282,2.887246323740995,0.7977593112449208,0.7368278195568336,0.11573679360863,0.250467925929812,23.1179777237656,-0.51845568580777,4.5347910136462,51.5597094613552,0.134731132321181,23.8194471637251,1.16300761329541,33.0071688778827,11.1277753543567,12.1676051568566
12007,597.9130249752891,3640.6290830894045,3690.808439659821,1889.0624096808674,2.144169498467773,0.7447107826483401,3.1591791078103584,0.7120249636421009,0.6577453702875828,0.114999998277578,0.254999998277578,24.447365790157,-0.597963573988677,5.0974681541028,49.5682270778775,0.14,24.7392746071228,1.20742892139948,37.4141931928037,12.2370145041866,16.6322636531072
12070,861.9905321138124,4932.865247389504,3466.0024755081045,2014.7343748070257,2.4092911472300154,0.7490501567567749,3.0298742209110165,0.7187840596173064,0.6640814912718204,0.112403345166764,0.271986389865388,29.050664386975,-0.255093608253284,5.29444615250017,61.8464971239566,0.159583044698624,19.9734347720098,0.969975349352209,36.824032202475,7.25805045314194,25.4174129512973
12103,1149.0707550772522,3407.2837120353597,3545.243736828211,2061.7928362020402,2.2602764059219496,0.8084687468237628,3.453068308822041,0.777662068049085,0.7185580053947096,0.0919999987095928,0.231999998709593,25.2233289849326,-0.603020514797361,5.02576910870385,52.9305186726451,0.14,23.2285976605722,1.12754718211326,55.9441413239235,16.4796991107752,36.1341477948474
12164,767.1885606536738,4497.2778014119785,4233.360850140428,1967.1547490757193,2.402403079090795,0.569966346827132,2.8563315264550546,0.7333725802182164,0.6777267223716051,0.212999998071603,0.352999998071603,17.283676491609,0.148944631313387,3.32933902088038,53.1285122671008,0.14,23.2213522946233,1.13109144741874,5.63773122501927,3.4888302983357,3.65875946293932
12261,560.3469671834433,2907.4884235267646,3717.525407215872,1710.5069161357046,2.3228936319325704,0.7917695082023231,2.894256766695084,0.7593358781840945,0.7018773475189062,0.154000000641156,0.264000000641155,25.1807491517426,-0.18827271122685,4.43253953224546,53.2646994576573,0.11,23.1454834939325,1.12829352331849,10.2638116195368,3.34064330124738,3.40375854889795
12326,1139.207767676885,4108.431451031149,3253.53896314249,1829.224158705877,2.4068301724431045,0.6675861334714158,3.186883762380016,0.6936283469702417,0.6412302495307485,0.113689120751158,0.255963339620368,21.1871032664422,-0.306198429399434,4.48542166880148,51.1181341585279,0.14227421886921,23.9603248416085,1.16886587436466,35.3894223294494,3.31791660280881,36.6732613034997
12329,924.6144535030891,3665.334607010414,3428.0150148950834,2054.056373036087,2.195580115894856,0.7043820424375962,3.3303634898002263,0.7261616779549622,0.6713110752933356,0.104,0.244,23.3844050066188,-0.637191453301068,4.79472687429372,49.2087233574629,0.14,24.9655282265494,1.21240719050974,47.2314440717765,11.2012265675556,32.7320045161719
12334,1185.0767054004973,3994.6858688440943,5075.432961300396,2065.85258739482,2.2949388368399237,0.7924204911522432,3.392534741974923,0.8027512182728829,0.7421192855159771,0.121006564528353,0.281653512118726,20.3019553467139,-0.540226205296239,4.5799416319329,52.0665779808998,0.160646947590373,23.5170159490382,1.15032977971938,35.4298072720333,11.138465175311,24.8100816143609
12417,562.5426196452581,2203.0020249692343,2531.755396953217,1753.8329474062507,2.1764109425591367,0.730846281277687,3.382756890153062,0.7038377056412279,0.6507855205386197,0.0834999267000947,0.217000248865639,24.6539018571357,-0.600370771200511,4.77166363359701,45.7334023368001,0.133500322165544,26.8341535016032,1.30571946654701,45.9408216158082,14.0056820255866,24.2425201169738
12456,1247.1069346353115,4808.26321352915,4615.67059568984,1975.8244459968614,2.058136286251348,0.7927185120901847,3.644507221041612,0.7574097918436556,0.7003768776448264,0.105,0.265,21.2991706867187,-0.854480691892868,4.99928712859505,46.2840079883337,0.16,26.3150010845525,1.28854045085123,47.2226800447435,12.3167491740329,34.5663564104317
12457,901.3461669160322,3412.0756334467205,4121.260123777854,1777.9484531030653,2.331126405483571,0.7639433077946418,3.400785051088436,0.7283991701809616,0.6735514713344694,0.113690863644486,0.26614341785251,21.8933679125577,-0.455081049503662,4.76728695322617,49.4817397765875,0.152452554208024,24.7161406008305,1.20813666508955,33.7113955438475,10.0657296051037,24.3812310437053
12466,1076.5024494950367,3618.599173546725,5628.1265484962205,2016.819604446322,2.137094536117466,0.7893770633587582,3.8543297561421794,0.7666863346590068,0.7089664327306485,0.112512300253336,0.282276862406844,19.5644426222341,-0.85579677374883,4.91910641585587,46.8841017931938,0.169764562153508,26.0837448592537,1.27388953073314,38.1654362265828,12.8463047768363,25.8424318060811
12517,1021.7977738373799,3535.857489278408,4851.377175810709,1772.067121275765,1.9406948436954425,0.751609229587839,3.6912238168008265,0.7141485512047342,0.6604491689171932,0.117600886183158,0.286672249991734,18.1649412227048,-0.907660030695065,4.82192815049509,41.2961546955228,0.169071363808576,29.4577831671959,1.44333183145978,34.1975771014409,11.4597679736037,28.2162444189838
12642,1025.560770357106,4792.34516303393,2851.2006113367006,1960.9605581592155,1.9367819200582186,0.694767098547491,3.7906757431784515,0.755466209027664,0.6988465368185618,0.0834525399559185,0.225314144615565,19.4163882266826,-0.972631390463884,4.09340234501088,38.9449500254989,0.141861604659646,31.5058465640229,1.52707493175796,44.6493464755905,10.2702440326863,37.8863309376304
12909,907.3554811045462,3646.348322035081,3898.3415203374593,1921.3684485897613,2.04911510948609,0.7585288464467385,3.596808923806127,0.7310230881361666,0.6766229278399023,0.0965053992198697,0.251141199919896,21.8084284397177,-0.836358127691726,4.96188121414571,44.9801790510893,0.154635800700027,27.2227495076847,1.32659693744817,45.6686452749382,13.2753461040492,30.1923312284636
12964,820.0534469171146,4839.843682531691,3142.6113651499363,1981.4302249913244,2.3723519220946407,0.6381003037791038,3.540845454573362,0.7202557277009858,0.6667378845682849,0.0950606529145839,0.227472514618392,20.9540782394943,-0.516635343576431,4.1075762035361,47.1503187565684,0.132411861703808,25.995739226414,1.26584227610106,37.2379276097055,8.08155264945008,30.4842967672469
12983,1124.672047238601,5064.591720869577,4069.3874431574604,2032.0067113253956,1.9224764481696959,0.721176993820859,3.673206691777095,0.7521185333731326,0.6962584809671155,0.103,0.263,19.054496770517,-0.998763265255863,4.5147471353773,40.8020313135266,0.16,29.879347901526,1.45923189051113,42.4220769783202,11.8379809342349,34.3135952697581
13043,522.7229113503937,1908.1349998631597,1896.746648303862,1510.3318253643038,2.025497855019117,0.7232179253608688,3.5136931628169874,0.6835773834622835,0.6328778054692381,0.0830000021499506,0.213000002149951,22.3443791912657,-0.701560000184331,4.41236089063483,39.7113180149674,0.13,30.7632951030955,1.50167645241524,45.397860578213,13.3872203259195,26.9973313205824
13047,852.2028339746346,2924.304513566477,1690.3388086899497,1801.1229247879771,2.322428847274698,0.5946148142875748,2.8167978094253896,0.7017391280487664,0.6496998567633157,0.104414807881362,0.225242818705928,20.0504927683449,-0.210316677124997,3.64183447614099,49.9148388116241,0.120828010824566,24.6026539526232,1.19885123241091,31.525176599764,1.81436982362751,32.1159967582486
13065,590.9030866064758,4114.826313388348,2745.369060327737,2015.963488736702,2.3571121420256347,0.6840549235803645,3.5356613256485714,0.7826323065356988,0.7246222032484414,0.0872823422250031,0.211274208771782,21.3221991620996,-0.513331399958649,3.82852534583879,47.1796475993514,0.123991866546779,25.9208391093886,1.26474985381377,37.6169327482431,11.6596769995691,20.0390922482868
13072,894.7153737708552,2680.7285253834543,2135.703083636741,1905.7554789282888,2.109265928588459,0.6977065331328056,2.796320986934124,0.6797673965232586,0.6293850360653999,0.0886425085090488,0.215847235862676,27.5936651318537,-0.465126130712017,5.15116485605507,52.8951792612434,0.127204727353627,23.3889708418969,1.13136460690323,56.6688453838028,6.77635059153408,38.795520723464
